No,year,month,day,hour,PM2.5,PM10,CO,TEMP,PRES,DEWP,WSPM,monthno
27719,2016,4,28,22,45,63,800,16.8,1009.2,3.5,2,4
27720,2016,4,28,23,45,63,900,15.6,1009.4,3.4,1.4,4
27721,2016,4,29,0,37,48,600,14.2,1009.1,3.3,1.3,4
27722,2016,4,29,1,37,48,500,14.3,1008.4,3.4,1.8,4
27723,2016,4,29,2,33,40,500,13.7,1008.1,3.7,1.3,4
27724,2016,4,29,3,30,37,600,12.3,1007.7,3.8,1.1,4
27725,2016,4,29,4,31,39,600,11.8,1007.7,3.8,1.4,4
27726,2016,4,29,5,34,34,500,12.3,1007.3,3.5,1.2,4
27727,2016,4,29,6,42,42,600,12,1007.2,4,1.5,4
27728,2016,4,29,7,51,58,1200,13.5,1007.2,4.4,1.2,4
27729,2016,4,29,8,64,79,2000,14.7,1007.4,4.9,2.1,4
27730,2016,4,29,9,77,98,1900,16,1007,5.9,1.5,4
27731,2016,4,29,10,94,108,1500,17.5,1006.4,8.4,1.8,4
27732,2016,4,29,11,117,127,1800,19.6,1005.6,9.5,1.6,4
27733,2016,4,29,12,144,160,1900,20.7,1004.3,11.1,2.1,4
27734,2016,4,29,13,173,173,1900,22.1,1002.8,10.9,2.4,4
27735,2016,4,29,14,189,281,1700,23.6,1001.4,11,2.9,4
27736,2016,4,29,15,195,195,1400,25.1,999.6,10.5,3.5,4
27737,2016,4,29,16,166,166,1100,25.1,998.6,10.5,3,4
27738,2016,4,29,17,175,175,1300,24.2,999.9,10.8,1.6,4
27739,2016,4,29,18,205,205,1500,23.1,997.5,12.4,3.2,4
27740,2016,4,29,19,184,184,1700,22.9,998.2,11.9,1.2,4
27741,2016,4,29,20,190,190,1700,21,998.6,12.4,1.2,4
27742,2016,4,29,21,203,203,1900,19.7,998.9,12.7,1.2,4
27743,2016,4,29,22,212,212,2100,19,999.8,12.5,1.2,4
27744,2016,4,29,23,226,226,2000,17.3,999.8,12.6,1,4
27745,2016,4,30,0,238,238,2200,16.8,999.3,12.3,0.4,4
27746,2016,4,30,1,251,251,2000,16.2,999.3,12.4,0.8,4
27747,2016,4,30,2,232,232,1800,15.4,999.3,12.3,0.6,4
27748,2016,4,30,3,214,214,1700,14.5,998.8,12.2,0.4,4
27749,2016,4,30,4,216,216,1700,13.6,998.9,12,1,4
27750,2016,4,30,5,216,216,1800,12.8,999.4,11.4,0.9,4
27751,2016,4,30,6,215,215,1800,13.6,999.7,11.5,0.7,4
27752,2016,4,30,7,208,208,1700,16.9,1000,11.2,2,4
27753,2016,4,30,8,194,194,1600,18.5,1000.4,11.1,2.6,4
27754,2016,4,30,9,181,181,1500,21.1,1000.1,11.1,2.4,4
27755,2016,4,30,10,149,149,1300,23.9,1000.1,11.6,1.5,4
27756,2016,4,30,11,133,133,1300,26,999.5,12.8,1.5,4
27757,2016,4,30,12,136,136,1200,27.1,998.6,11.2,2.6,4
27758,2016,4,30,13,145,145,1300,28.2,997.7,12.1,3.4,4
27759,2016,4,30,14,162,162,1100,28.9,997,12.3,2.9,4
27760,2016,4,30,15,115,154,900,30,996,12.9,2.5,4
27761,2016,4,30,16,86,96,700,30.4,995.3,13.7,2.7,4
27762,2016,4,30,17,78,95,700,29.1,995.2,15.2,2.9,4
27763,2016,4,30,18,97,212,1200,26.8,995.3,15.8,4.2,4
27764,2016,4,30,19,111,160,1000,25.1,996.3,15.4,3.8,4
27765,2016,4,30,20,112,117,1000,24,997.3,15.2,2.3,4
27766,2016,4,30,21,129,129,1100,22.5,997.3,15.1,3.3,4
27767,2016,4,30,22,143,143,1100,21.5,997.5,14.9,3.3,4
27768,2016,4,30,23,163,163,1200,20.7,997.7,14.3,2.9,4
27769,2016,5,1,0,176,176,1200,19.5,998.1,13.9,1.6,5
27770,2016,5,1,1,175,175,1300,19.3,997.8,14.3,2,5
27771,2016,5,1,2,165,165,1100,18.8,997.4,13.9,1.6,5
27772,2016,5,1,3,171,171,1500,18.1,997.1,13.4,1.4,5
27773,2016,5,1,4,190,190,1900,17,996.7,13.3,0.4,5
27774,2016,5,1,5,207,207,1900,16.3,996.7,13,0.4,5
27775,2016,5,1,6,201,201,2300,15.9,997,13,0.1,5
27776,2016,5,1,7,194,194,2700,18.3,997.3,13.4,0.9,5
27777,2016,5,1,8,185,185,2700,19.8,997.6,13,1.4,5
27778,2016,5,1,9,190,190,2800,21.2,997.3,13.1,2,5
27779,2016,5,1,10,191,191,2800,22.5,997.2,14.1,2,5
27780,2016,5,1,11,204,204,2800,24.5,997,14.6,1.9,5
27781,2016,5,1,12,210,210,3000,24,996.6,14.4,2.2,5
27782,2016,5,1,13,225,225,3000,26,995.8,15.4,0.9,5
27783,2016,5,1,14,224,224,2700,27.3,995.2,16,1.9,5
27784,2016,5,1,15,226,226,2300,28,994.2,16,0.9,5
27785,2016,5,1,16,209,209,2000,27.8,993.6,15.1,1.3,5
27786,2016,5,1,17,203,203,1900,27.9,993.5,15.5,0.7,5
27787,2016,5,1,18,192,192,2300,26.3,994,16.8,1.5,5
27788,2016,5,1,19,229,229,2700,25.1,995,16.5,0.8,5
27789,2016,5,1,20,245,245,2900,24.2,996.5,16.7,1.1,5
27790,2016,5,1,21,222,222,2300,27,998.1,13,4.5,5
27791,2016,5,1,22,105,105,1400,26.3,997.4,13.1,1.3,5
27792,2016,5,1,23,61,61,700,25.3,997.5,14.1,1.6,5
27793,2016,5,2,0,93,93,1100,24.3,998.9,13.2,1.3,5
27794,2016,5,2,1,92,92,800,23.5,999,13.4,2.1,5
27795,2016,5,2,2,45,45,200,22.5,999.6,8.9,2.3,5
27796,2016,5,2,3,35,72,200,21.7,1000.3,7.5,4.4,5
27797,2016,5,2,4,21,21,200,20.4,1001.3,4,3.1,5
27798,2016,5,2,5,22,36,200,19,1002.2,4.7,5.2,5
27799,2016,5,2,6,27,66,200,17,1003.5,4.6,3.9,5
27800,2016,5,2,7,47,113,200,16.5,1004.5,4.8,3.9,5
27801,2016,5,2,8,82,250,200,14.2,1005.9,7,3.4,5
27802,2016,5,2,9,75,167,200,15.5,1006.4,7.5,3.1,5
27803,2016,5,2,10,26,76,300,13.3,1006.9,9.4,3.3,5
27804,2016,5,2,11,26,55,300,13.4,1007.2,8.5,2.7,5
27805,2016,5,2,12,27,36,300,12.4,1007.1,9.4,2.9,5
27806,2016,5,2,13,33,57,300,12.2,1006.8,8.8,3,5
27807,2016,5,2,14,32,49,300,11.7,1006.7,9.3,2.4,5
27808,2016,5,2,15,30,43,300,11.3,1006,9.4,2.2,5
27809,2016,5,2,16,53,86,300,11.5,1005,9.1,2.7,5
27810,2016,5,2,17,63,113,200,11.7,1003.6,8.5,4.4,5
27811,2016,5,2,18,41,77,300,12.3,1004,8.4,2.1,5
27812,2016,5,2,19,55,113,300,12.5,1004.6,8.6,1.1,5
27813,2016,5,2,20,51,82,400,13.4,1004.6,7.4,2.6,5
27814,2016,5,2,21,57,97,400,13.8,1004.8,6.9,2.3,5
27815,2016,5,2,22,51,86,300,13.8,1004.1,6.4,1.7,5
27816,2016,5,2,23,39,73,300,11.3,1003.3,8.2,0.9,5
27817,2016,5,3,0,49,91,400,10.4,1002.3,8.7,0.1,5
27818,2016,5,3,1,45,70,300,9.5,1000.9,8.3,0.3,5
27819,2016,5,3,2,38,77,300,9.1,1000.3,8,0.6,5
27820,2016,5,3,3,37,71,500,9.3,999.3,7.4,1,5
27821,2016,5,3,4,32,60,400,11.4,998.5,5.9,2,5
27822,2016,5,3,5,26,26,400,12.9,998.1,2.4,2.8,5
27823,2016,5,3,6,12,18,400,14.1,998,0,2.6,5
27824,2016,5,3,7,17,54,700,15.8,998,-0.5,3,5
27825,2016,5,3,8,19,76,400,17.8,997.8,-1,3.1,5
27826,2016,5,3,9,15,22,300,19.3,997.5,-1.2,3.7,5
27827,2016,5,3,10,17,23,300,21.2,996.9,-2,4,5
27828,2016,5,3,11,9,9,200,22.5,996.5,-4.6,5.6,5
27829,2016,5,3,12,24,24,200,23.6,995.8,-6.5,6,5
27830,2016,5,3,13,15,33,200,24.5,995.5,-7.9,5.7,5
27831,2016,5,3,14,3,41,200,25.5,994.8,-11.2,4.8,5
27832,2016,5,3,15,17,85,200,25.7,994,-11.1,5.7,5
27833,2016,5,3,16,15,88,200,26.1,993.8,-10.8,5.7,5
27834,2016,5,3,17,15,87,200,26.1,994.3,-10.8,4.8,5
27835,2016,5,3,18,12,85,200,25.6,994.9,-9.7,3.8,5
27836,2016,5,3,19,20,61,200,24.5,996,-9.2,2.6,5
27837,2016,5,3,20,14,57,300,23.5,997.2,-7.6,2.3,5
27838,2016,5,3,21,11,51,300,21.8,998.4,-6.9,1.3,5
27839,2016,5,3,22,11,53,300,19.2,999,-4.3,1.2,5
27840,2016,5,3,23,16,87,600,15.8,999.3,0,0.7,5
27841,2016,5,4,0,23,85,800,14.2,999.6,0.8,0.9,5
27842,2016,5,4,1,36,89,900,13.4,999.9,1.1,1,5
27843,2016,5,4,2,28,64,900,13,1000,1.3,0.8,5
27844,2016,5,4,3,37,37,700,12,1000.3,1.6,0.8,5
27845,2016,5,4,4,16,71,400,12.5,1000.8,0.6,0.9,5
27846,2016,5,4,5,30,35,500,10.2,1001.1,1,0.9,5
27847,2016,5,4,6,10,20,400,11.1,1001.6,2.1,0.4,5
27848,2016,5,4,7,3,56,400,16.5,1002.4,1,1.6,5
27849,2016,5,4,8,20,89,500,18.9,1003,-0.5,1.7,5
27850,2016,5,4,9,31,68,700,20.9,1003.1,0.7,1.3,5
27851,2016,5,4,10,16,43,500,23.2,1003,-1.7,0.9,5
27852,2016,5,4,11,17,35,500,25.2,1002.4,-3.3,2.1,5
27853,2016,5,4,12,28,28,500,26.5,1001.6,-5.2,2.6,5
27854,2016,5,4,13,21,27,300,27.2,1000.6,-4.7,2.9,5
27855,2016,5,4,14,11,48,300,27.7,1000.2,-3.2,2.4,5
27856,2016,5,4,15,26,39,300,27.6,999.8,-3.3,1.9,5
27857,2016,5,4,16,17,43,500,27.3,999.5,-3.6,2.9,5
27858,2016,5,4,17,17,53,400,27.1,999.4,-1.8,1.5,5
27859,2016,5,4,18,27,61,500,26.7,999.3,-1.2,1.1,5
27860,2016,5,4,19,39,74,900,24.8,999.8,1.6,3,5
27861,2016,5,4,20,33,81,800,23.9,1000.8,-1.9,2,5
27862,2016,5,4,21,36,52,800,22.3,1001.6,-3.2,1,5
27863,2016,5,4,22,28,28,700,20.3,1002.3,0.1,0.7,5
27864,2016,5,4,23,34,77,1100,20.2,1003.1,1.6,1.3,5
27865,2016,5,5,0,33,63,1000,19.1,1003,2.4,1.3,5
27866,2016,5,5,1,39,86,600,19.1,1003,2.4,1.7,5
27867,2016,5,5,2,24,30,400,18.8,1002.6,1.3,2.4,5
27868,2016,5,5,3,16,19,400,18.6,1001.9,1.6,1.3,5
27869,2016,5,5,4,15,15,500,18.6,1001.1,-0.3,1.9,5
27870,2016,5,5,5,21,31,600,18.6,1001.3,-0.3,1.7,5
27871,2016,5,5,6,20,49,700,18.2,1001.7,1.2,1.5,5
27872,2016,5,5,7,31,49,1500,18.3,1002.1,2.6,1.3,5
27873,2016,5,5,8,33,57,1500,18.7,1002.4,2.1,1.6,5
27874,2016,5,5,9,40,56,1700,19.6,1002.6,2,3.6,5
27875,2016,5,5,10,36,70,1300,20.2,1002.8,3.4,3.1,5
27876,2016,5,5,11,35,55,1100,21.2,1002,3.8,3.4,5
27877,2016,5,5,12,47,59,1100,21.9,1000.9,4.9,2.7,5
27878,2016,5,5,13,57,69,900,22.6,1000,5.5,3,5
27879,2016,5,5,14,56,75,900,23.6,999.3,6.4,2,5
27880,2016,5,5,15,56,73,1000,23.6,998.3,6.8,3,5
27881,2016,5,5,16,67,84,1100,23.5,998,7.1,2.4,5
27882,2016,5,5,17,68,90,1100,23.1,998.1,8,2.7,5
27883,2016,5,5,18,71,96,1200,22.5,998.2,8.9,2,5
27884,2016,5,5,19,70,111,1300,21.2,999.5,9.7,1.7,5
27885,2016,5,5,20,80,117,1400,20,1000.6,10.4,1.8,5
27886,2016,5,5,21,59,59,800,18.8,1002.3,10.9,1.1,5
27887,2016,5,5,22,51,206,500,18.2,1003.3,7.6,1.5,5
27888,2016,5,5,23,144,507,100,20.2,1003.8,-12.4,3.1,5
27889,2016,5,6,0,236,642,100,19,1005.3,-11.1,4.6,5
27890,2016,5,6,1,309,827,100,18.5,1005.7,-9.5,4.2,5
27891,2016,5,6,2,314,834,100,17.9,1006,-9.1,2.3,5
27892,2016,5,6,3,210,575,100,17.2,1006.6,-6.7,5.2,5
27893,2016,5,6,4,87,232,100,16.1,1007.1,-5.1,3.3,5
27894,2016,5,6,5,42,98,100,15.3,1007.9,-4.6,3.2,5
27895,2016,5,6,6,28,57,100,15,1008,-3.9,3.2,5
27896,2016,5,6,7,20,58,200,15.5,1007.8,-2.5,3.7,5
27897,2016,5,6,8,20,47,200,16.7,1008.4,-1.9,3.6,5
27898,2016,5,6,9,22,34,200,17.9,1008.6,-1.9,4.9,5
27899,2016,5,6,10,26,29,200,19.1,1008.7,-2.5,4.7,5
27900,2016,5,6,11,41,41,200,20.3,1008.2,-1.5,5.2,5
27901,2016,5,6,12,32,32,200,22.1,1007.3,-1.9,3.2,5
27902,2016,5,6,13,23,23,200,23.7,1006.5,-2,3.8,5
27903,2016,5,6,14,39,39,200,24,1005.9,-3.4,4.1,5
27904,2016,5,6,15,5,25,200,24.6,1006,-4.7,3.1,5
27905,2016,5,6,16,15,15,200,25.4,1005.9,-4.1,2.2,5
27906,2016,5,6,17,13,15,200,25.3,1005.9,-4.1,2.4,5
27907,2016,5,6,18,12,12,200,24.8,1006.4,-5.5,3.4,5
27908,2016,5,6,19,8,13,300,23.7,1007,-7.4,3.6,5
27909,2016,5,6,20,22,27,300,22.8,1008.1,-8.1,3,5
27910,2016,5,6,21,10,28,300,22,1009.3,-7.7,2.6,5
27911,2016,5,6,22,7,14,200,21.6,1010.3,-9.1,2.5,5
27912,2016,5,6,23,13,23,200,21.2,1011.1,-8.4,2.6,5
27913,2016,5,7,0,6,17,200,20.5,1011.8,-8.9,1.8,5
27914,2016,5,7,1,11,37,200,19,1012.3,-6.6,1,5
27915,2016,5,7,2,12,23,100,18.8,1012.6,-8.4,1.9,5
27916,2016,5,7,3,9,21,200,18.6,1013.1,-8.6,1.7,5
27917,2016,5,7,4,12,15,200,17.9,1013.4,-8.3,1.7,5
27918,2016,5,7,5,11,37,200,17.3,1014.1,-7.3,1.7,5
27919,2016,5,7,6,9,65,200,17,1014.9,-6.8,1.5,5
27920,2016,5,7,7,14,26,300,18.5,1015.2,-5.6,2,5
27921,2016,5,7,8,19,36,300,20.1,1015.2,-4.3,1.6,5
27922,2016,5,7,9,15,30,300,21.8,1015.4,-6,2.6,5
27923,2016,5,7,10,6,29,200,22.8,1015.4,-8.1,2.1,5
27924,2016,5,7,11,6,20,200,23.9,1014.9,-7.3,1.7,5
27925,2016,5,7,12,20,20,200,24.3,1014.4,-9.3,1.7,5
27926,2016,5,7,13,8,8,200,25.3,1013.7,-7.3,2.5,5
27927,2016,5,7,14,11,15,200,25.9,1012.8,-6.9,2,5
27928,2016,5,7,15,39,39,200,26.4,1011.9,-9.1,3,5
27929,2016,5,7,16,53,53,200,26.7,1011.2,-7.5,2.7,5
27930,2016,5,7,17,37,44,200,25.8,1010.8,-6.9,4.4,5
27931,2016,5,7,18,17,43,200,25.3,1010.8,-7.3,2.5,5
27932,2016,5,7,19,20,47,200,24.1,1011,-5.1,4.4,5
27933,2016,5,7,20,NA,NA,300,22.9,1011.5,-4.3,2.4,5
27934,2016,5,7,21,34,50,300,21.8,1012.1,-2.2,2.8,5
27935,2016,5,7,22,41,75,500,20,1012,-1.2,2,5
27936,2016,5,7,23,43,71,700,19,1012.1,-0.4,1.6,5
27937,2016,5,8,0,82,82,600,18.4,1012.1,0.5,1.9,5
27938,2016,5,8,1,45,78,600,17.3,1011.7,0.9,1.3,5
27939,2016,5,8,2,48,78,700,16.1,1011.3,1.4,1.2,5
27940,2016,5,8,3,59,80,900,15.6,1010.9,2,1.1,5
27941,2016,5,8,4,60,89,800,13.2,1010.6,2.7,1,5
27942,2016,5,8,5,52,88,900,11.4,1010.6,3.7,0.9,5
27943,2016,5,8,6,51,76,900,12.5,1010.7,4,0.8,5
27944,2016,5,8,7,53,96,1100,15.4,1011,5,1,5
27945,2016,5,8,8,78,99,1200,17.9,1010.9,3.7,0.8,5
27946,2016,5,8,9,113,113,1100,19.4,1010.8,4.7,1.2,5
27947,2016,5,8,10,88,100,1300,21.7,1010.3,5.1,1.2,5
27948,2016,5,8,11,100,100,1100,23.5,1009.4,4.9,3.1,5
27949,2016,5,8,12,74,92,700,24.8,1008.5,6.5,3.4,5
27950,2016,5,8,13,70,76,700,25.5,1007.2,7.6,4,5
27951,2016,5,8,14,59,68,600,26.6,1006.3,8.1,3.1,5
27952,2016,5,8,15,46,88,600,26.2,1005.4,8.7,3.9,5
27953,2016,5,8,16,51,94,700,26.4,1005,9.3,3.3,5
27954,2016,5,8,17,76,90,700,24.9,1004.7,8.8,3.6,5
27955,2016,5,8,18,66,79,800,24.1,1004.9,8.1,3.8,5
27956,2016,5,8,19,48,63,600,22.9,1004.9,7.8,4.2,5
27957,2016,5,8,20,41,91,500,22,1005.4,8.5,4,5
27958,2016,5,8,21,32,56,400,21.3,1006.4,8.5,3.2,5
27959,2016,5,8,22,71,71,400,20.6,1006.7,8.2,3.6,5
27960,2016,5,8,23,34,55,400,19.8,1006.8,8.5,3.2,5
27961,2016,5,9,0,28,50,400,19,1007.3,8.6,2.4,5
27962,2016,5,9,1,28,46,400,18,1007.1,8.5,1.9,5
27963,2016,5,9,2,32,38,400,17.2,1006.9,8.3,1.3,5
27964,2016,5,9,3,32,42,500,15.6,1007.3,8.6,0.8,5
27965,2016,5,9,4,36,38,500,16.2,1007.4,7.9,1.1,5
27966,2016,5,9,5,36,39,500,15.4,1007.8,8.4,0.5,5
27967,2016,5,9,6,39,52,500,15,1008.1,8.9,0.8,5
27968,2016,5,9,7,49,64,700,16.6,1008,9.3,1.1,5
27969,2016,5,9,8,63,63,800,18,1008.3,9.1,1.3,5
27970,2016,5,9,9,67,107,600,19.1,1008.5,9.3,1,5
27971,2016,5,9,10,52,72,500,20.5,1008.7,8.8,1.7,5
27972,2016,5,9,11,51,67,500,21,1008.6,9.3,1.7,5
27973,2016,5,9,12,43,91,600,23.3,1008.1,9.7,2.9,5
27974,2016,5,9,13,111,111,500,23,1008,9.7,2.8,5
27975,2016,5,9,14,33,64,400,19.8,1008.7,11,3.7,5
27976,2016,5,9,15,29,59,400,19,1008.1,11.6,2.6,5
27977,2016,5,9,16,24,24,400,18.7,1007.8,11,2.9,5
27978,2016,5,9,17,24,24,400,18.6,1007.7,10.2,2,5
27979,2016,5,9,18,34,34,400,18.6,1007.3,10.4,2.4,5
27980,2016,5,9,19,26,38,500,18.7,1007.2,9.7,1.7,5
27981,2016,5,9,20,28,46,600,17.1,1007.4,10.2,1,5
27982,2016,5,9,21,34,44,700,15.5,1007.9,10.5,0.4,5
27983,2016,5,9,22,35,42,800,15.1,1007.9,10.5,0.7,5
27984,2016,5,9,23,31,49,800,15,1007.8,10.6,0.7,5
27985,2016,5,10,0,36,37,1000,13.9,1008.1,10.9,1.5,5
27986,2016,5,10,1,44,56,900,13.5,1007.8,10.7,0.8,5
27987,2016,5,10,2,46,55,900,12.7,1007.5,10.9,0.4,5
27988,2016,5,10,3,44,44,800,14.4,1007.6,10.4,1.6,5
27989,2016,5,10,4,39,39,700,14,1007.3,10.2,1.2,5
27990,2016,5,10,5,35,35,500,13.8,1007.2,9.6,1.5,5
27991,2016,5,10,6,28,36,500,14.5,1007.4,9.5,1.9,5
27992,2016,5,10,7,NA,NA,NA,16.7,1007.3,10.1,0.8,5
27993,2016,5,10,8,38,58,500,18.5,1007.4,10.1,1.4,5
27994,2016,5,10,9,52,86,600,20.6,1007.1,9.5,1.5,5
27995,2016,5,10,10,50,53,500,22.7,1006.9,8.8,1.7,5
27996,2016,5,10,11,42,42,500,24.4,1006.3,6.2,1.2,5
27997,2016,5,10,12,43,43,500,25.9,1005.4,5.5,1.8,5
27998,2016,5,10,13,44,44,400,26.7,1004.3,4.4,2.1,5
27999,2016,5,10,14,44,47,400,27.9,1003.3,4.2,2.3,5
28000,2016,5,10,15,52,58,400,28.2,1002.6,5.1,2.4,5
28001,2016,5,10,16,67,67,400,27.7,1002.1,5.9,3.2,5
28002,2016,5,10,17,40,74,400,27.4,1001.8,6.2,3,5
28003,2016,5,10,18,50,101,500,26.2,1001.7,6.2,3.3,5
28004,2016,5,10,19,48,63,500,25.3,1002,6.5,2.7,5
28005,2016,5,10,20,48,110,600,24.7,1002.1,8.2,3.4,5
28006,2016,5,10,21,68,122,700,24,1002.5,9.6,2.8,5
28007,2016,5,10,22,65,96,700,23.5,1002.6,10.2,2.6,5
28008,2016,5,10,23,73,113,800,23,1002.4,10.8,2.7,5
28009,2016,5,11,0,89,127,700,22.7,1002.4,11.7,2.9,5
28010,2016,5,11,1,84,95,700,22,1001.6,11.4,3,5
28011,2016,5,11,2,91,105,700,21,1001.1,11.6,2.8,5
28012,2016,5,11,3,112,127,800,21,1000.9,12.2,3.7,5
28013,2016,5,11,4,129,129,900,20.4,1000.5,12.4,2.6,5
28014,2016,5,11,5,133,133,900,19.8,1000,12.5,2.4,5
28015,2016,5,11,6,141,141,1000,19.4,999.8,12.6,3.6,5
28016,2016,5,11,7,140,140,900,19.4,1000,12.9,2.7,5
28017,2016,5,11,8,141,141,900,19.6,999.7,12.8,2.6,5
28018,2016,5,11,9,143,143,1000,20.8,998.9,13.2,3.6,5
28019,2016,5,11,10,161,161,1100,22.5,998.1,13.8,2.4,5
28020,2016,5,11,11,169,169,1100,23.2,997.6,14.2,3.2,5
28021,2016,5,11,12,176,176,1100,23.9,996.9,14.3,3.2,5
28022,2016,5,11,13,187,187,1200,25.7,996,14.5,3.3,5
28023,2016,5,11,14,181,181,1200,26,995.2,14.8,2.4,5
28024,2016,5,11,15,178,178,1300,26.2,994.8,15,1.8,5
28025,2016,5,11,16,184,184,1300,25.9,993.9,15,2.4,5
28026,2016,5,11,17,173,173,1300,26.7,994.1,15.4,1.5,5
28027,2016,5,11,18,143,143,1100,26.4,993.4,16,1.5,5
28028,2016,5,11,19,141,141,1200,25.8,993.6,16.1,0.8,5
28029,2016,5,11,20,151,151,1500,24.5,994.2,16.7,0.8,5
28030,2016,5,11,21,186,186,1500,24.5,994.2,16.2,1.7,5
28031,2016,5,11,22,159,159,1400,23.9,994.1,15.9,1.7,5
28032,2016,5,11,23,152,181,1300,22.4,991.5,17.5,3.4,5
28033,2016,5,12,0,168,189,1400,21.5,993.9,17.7,1.3,5
28034,2016,5,12,1,200,200,1400,21.2,993.7,18.2,1.5,5
28035,2016,5,12,2,156,156,1100,19.3,995.3,15.8,3.3,5
28036,2016,5,12,3,38,38,300,17.8,997,12.3,3.6,5
28037,2016,5,12,4,8,8,200,18,997.6,11.5,3,5
28038,2016,5,12,5,13,13,200,18.1,998.1,10.7,2.5,5
28039,2016,5,12,6,9,40,300,15,1001.7,12.1,1.6,5
28040,2016,5,12,7,16,16,300,14.4,1001.6,12.8,0.8,5
28041,2016,5,12,8,3,5,300,15.2,1002.9,12,1.3,5
28042,2016,5,12,9,33,33,300,17,1004.1,8.2,3.1,5
28043,2016,5,12,10,16,16,200,16.8,1006.7,4.1,4.2,5
28044,2016,5,12,11,16,16,300,16.6,1008.6,3.6,3.2,5
28045,2016,5,12,12,19,19,300,16.7,1009.5,0.3,4.9,5
28046,2016,5,12,13,21,21,200,17.1,1010,-1.1,5.1,5
28047,2016,5,12,14,7,16,200,17.8,1010.2,0,3.1,5
28048,2016,5,12,15,9,39,200,20.7,1009.7,-1.2,3.5,5
28049,2016,5,12,16,5,5,100,21.1,1010,-4.2,4.3,5
28050,2016,5,12,17,17,17,200,21.4,1010.4,-3.9,3.5,5
28051,2016,5,12,18,10,16,200,21.3,1010.9,-5.6,3.9,5
28052,2016,5,12,19,10,36,300,20.3,1011.7,-5.6,2.2,5
28053,2016,5,12,20,26,52,400,17.4,1012.6,0.1,0.6,5
28054,2016,5,12,21,11,77,500,14.7,1013.8,1.6,0.5,5
28055,2016,5,12,22,22,126,800,12.8,1014.4,2.6,0,5
28056,2016,5,12,23,31,118,800,11.2,1014.6,4.6,0.4,5
28057,2016,5,13,0,40,46,1100,10.6,1015.3,3.8,0.6,5
28058,2016,5,13,1,49,94,1300,9.6,1015.4,5,1.4,5
28059,2016,5,13,2,39,39,900,9,1015.6,5.2,1.2,5
28060,2016,5,13,3,27,27,500,8.3,1015.8,4.5,1.3,5
28061,2016,5,13,4,7,52,500,7.7,1016.6,5,0.3,5
28062,2016,5,13,5,34,42,500,7.3,1017.2,4.8,0.4,5
28063,2016,5,13,6,17,41,400,9.7,1017.7,6,1.4,5
28064,2016,5,13,7,23,39,300,13.5,1018.5,4.9,1.2,5
28065,2016,5,13,8,26,64,400,15.9,1018.9,5.2,1.2,5
28066,2016,5,13,9,28,47,400,18.3,1018.9,3,1,5
28067,2016,5,13,10,34,77,600,20.6,1018.2,3.8,2,5
28068,2016,5,13,11,28,28,500,22.5,1017.6,0.3,4.3,5
28069,2016,5,13,12,27,29,200,23.4,1016.9,-0.2,4.6,5
28070,2016,5,13,13,24,43,300,23.7,1015.9,0.7,4,5
28071,2016,5,13,14,43,63,400,24.2,1015.1,1.7,3.2,5
28072,2016,5,13,15,43,47,500,24.2,1014.4,1.7,3.8,5
28073,2016,5,13,16,56,66,600,23.6,1014.1,1.2,4.4,5
28074,2016,5,13,17,53,53,700,22.9,1013.7,1.2,4.2,5
28075,2016,5,13,18,35,35,300,22.3,1013.9,1.3,4.6,5
28076,2016,5,13,19,27,38,300,21.7,1014.2,1.9,2.3,5
28077,2016,5,13,20,31,40,400,21.2,1014.6,2.9,1.6,5
28078,2016,5,13,21,31,40,400,20.8,1015,2.6,1.7,5
28079,2016,5,13,22,46,54,500,20.3,1015.2,2.6,2.3,5
28080,2016,5,13,23,46,51,500,20,1014.9,3.2,2.4,5
28081,2016,5,14,0,47,58,500,19.7,1014.6,3.4,2.6,5
28082,2016,5,14,1,52,60,500,18.9,1013.7,4.6,2.4,5
28083,2016,5,14,2,54,101,400,17.3,1013.8,6.2,4.2,5
28084,2016,5,14,3,38,57,400,16,1014.3,6.4,4.3,5
28085,2016,5,14,4,18,69,300,12.9,1014.7,9.3,2.6,5
28086,2016,5,14,5,18,27,300,12.9,1013.7,8.8,1.6,5
28087,2016,5,14,6,18,18,300,13.2,1013.6,10,1.2,5
28088,2016,5,14,7,23,23,400,13.4,1013.8,9.6,0.7,5
28089,2016,5,14,8,34,40,400,13,1013.8,10.7,0.4,5
28090,2016,5,14,9,26,40,500,13,1014,9.8,2,5
28091,2016,5,14,10,33,33,600,12.9,1014,10.6,1.8,5
28092,2016,5,14,11,37,37,600,13.1,1013.5,10.5,1.1,5
28093,2016,5,14,12,31,31,600,13.4,1013.2,10.9,1.5,5
28094,2016,5,14,13,46,46,600,13,1013,10.7,2.1,5
28095,2016,5,14,14,33,33,600,13.3,1012.5,11.2,1.9,5
28096,2016,5,14,15,42,42,600,13.7,1012.1,11.6,1.6,5
28097,2016,5,14,16,42,42,600,13.5,1010.7,11.7,1.5,5
28098,2016,5,14,17,41,41,600,13.5,1010.7,11.4,1.4,5
28099,2016,5,14,18,42,42,600,13.9,1010.4,11.4,1.7,5
28100,2016,5,14,19,52,52,700,13.8,1010.5,11.3,1.2,5
28101,2016,5,14,20,50,50,700,13.5,1010.8,11.2,1.1,5
28102,2016,5,14,21,49,49,600,13.4,1011.4,11.1,1.1,5
